idade,frequencia,nota_media,situacao_socioeconomica,distancia_escola,evasao
13,89,4.1,baixa,8,0
16,81,5.6,baixa,10,0
8,85,4.7,media,14,0
8,85,9.5,baixa,14,0
17,70,7.3,baixa,5,1
11,50,5.6,baixa,5,0
16,79,5.5,media,14,0
8,50,6.2,alta,9,0
10,65,6.2,media,1,0
9,94,8.0,media,5,0
16,95,9.7,baixa,4,0
9,80,6.5,baixa,18,0
7,70,9.8,alta,6,0
14,71,5.3,media,6,0
10,96,7.3,media,19,0
10,52,7.8,media,1,0
12,85,9.4,alta,9,1
17,64,4.6,media,11,0
8,89,8.0,baixa,2,0
17,86,4.9,baixa,3,0
11,67,8.5,baixa,1,0
6,95,6.9,baixa,7,0
10,62,8.4,media,18,0
10,70,4.2,baixa,19,0
14,94,8.9,baixa,18,0
17,92,9.3,baixa,5,0
10,70,5.3,media,5,0
13,79,6.3,baixa,17,0
8,76,6.4,media,6,0
17,55,8.4,media,19,0
16,79,7.1,baixa,2,0
11,81,8.3,baixa,17,0
7,57,4.8,baixa,11,0
14,97,8.9,baixa,15,0
11,89,7.1,alta,7,1
10,50,4.4,baixa,5,0
14,69,4.7,media,10,0
6,90,9.3,baixa,15,0
8,63,8.9,media,17,0
7,93,9.3,baixa,2,0
14,54,5.6,media,15,0
16,70,5.8,baixa,10,0
11,95,7.6,alta,2,1
16,63,7.0,media,6,0
11,69,8.8,alta,15,0
10,54,5.3,alta,16,0
9,99,6.6,baixa,3,0
9,58,6.2,alta,8,0
7,68,6.1,alta,8,0
12,79,7.3,baixa,5,0
11,82,7.0,baixa,3,0
8,78,9.3,baixa,19,0
17,83,7.6,baixa,15,0
12,93,7.1,alta,5,0
14,59,6.5,baixa,18,0
15,70,4.3,alta,2,0
6,68,5.7,media,7,0
17,69,5.0,baixa,10,1
16,51,7.6,alta,18,1
17,85,8.4,baixa,8,0
15,70,5.7,baixa,2,1
13,87,7.1,baixa,11,0
7,66,7.8,alta,4,0
6,72,8.8,alta,14,0
14,50,7.5,alta,6,1
7,79,6.4,media,19,0
12,69,5.8,baixa,5,0
12,59,5.1,baixa,10,1
6,85,7.7,baixa,1,0
15,50,9.9,baixa,14,0
6,65,8.9,media,11,0
12,96,7.2,baixa,17,0
11,53,9.1,alta,16,0
9,50,8.1,baixa,3,0
8,66,6.2,media,7,0
10,68,9.0,alta,10,0
10,70,4.2,media,19,1
16,63,7.2,media,17,0
8,58,4.6,baixa,19,0
11,64,4.8,baixa,14,0
17,62,8.3,media,2,0
8,58,8.6,media,19,0
9,67,9.2,baixa,17,1
8,94,6.0,baixa,17,0
17,60,5.4,media,10,0
17,86,6.0,baixa,17,0
11,68,8.9,baixa,8,0
14,55,9.9,baixa,4,0
8,84,4.8,media,14,1
6,65,8.2,media,11,0
12,99,6.8,baixa,5,0
17,91,7.4,baixa,19,0
10,84,9.3,baixa,17,0
9,51,9.4,alta,15,0
8,82,4.3,baixa,2,0
12,97,8.0,media,11,0
7,97,4.5,media,11,0
16,79,5.5,baixa,5,0
9,71,6.2,baixa,8,0
7,85,5.7,media,13,1
15,62,4.7,alta,5,0
13,55,9.1,alta,10,0
8,65,4.2,alta,19,0
10,85,8.4,media,6,0
16,81,4.4,media,1,0
9,87,6.9,media,6,0
10,74,5.3,media,17,0
9,56,7.2,baixa,11,0
13,68,7.1,media,13,1
11,79,4.8,media,8,0
6,95,8.8,alta,9,1
10,94,5.7,media,1,0
6,67,5.3,media,19,0
17,73,7.6,baixa,13,0
8,52,5.2,media,14,0
17,54,5.9,media,16,0
16,74,4.2,baixa,1,0
11,59,5.3,baixa,8,0
14,56,8.9,media,17,0
8,96,9.2,media,11,0
17,73,6.4,alta,2,0
17,72,9.4,media,16,0
17,73,6.5,baixa,5,0
9,80,8.8,media,11,0
15,67,4.8,baixa,13,0
6,63,6.2,baixa,3,1
15,67,9.0,baixa,2,0
7,58,5.0,media,11,0
12,85,7.6,baixa,12,0
13,71,6.5,media,6,0
6,64,6.4,media,8,0
14,72,9.3,baixa,8,1
11,82,6.0,alta,15,0
6,64,4.2,baixa,8,0
9,92,6.8,baixa,2,0
9,82,4.3,baixa,17,0
12,73,4.4,baixa,18,1
6,63,9.7,media,14,1
15,64,5.1,baixa,16,1
14,98,7.3,media,9,1
6,51,7.8,baixa,1,0
15,67,6.2,alta,15,0
8,67,4.1,alta,2,1
6,71,9.1,media,4,0
6,62,9.8,media,19,0
9,56,9.7,alta,3,0
7,50,6.9,baixa,1,0
14,51,5.7,baixa,19,0
6,72,9.9,baixa,13,1
8,78,8.4,baixa,8,1
7,97,9.1,baixa,7,1
6,86,6.8,media,14,0
16,83,6.6,alta,16,0
14,94,5.9,media,10,0
10,77,9.5,media,16,0
16,68,7.6,baixa,18,0
11,60,8.0,media,2,0
13,71,7.1,baixa,13,0
12,96,4.4,media,4,0
12,95,8.2,baixa,12,0
14,53,7.8,alta,19,0
8,94,7.6,media,18,0
15,89,8.5,media,13,0
13,64,5.5,baixa,6,0
11,51,7.8,baixa,7,0
13,78,7.8,media,16,0
9,70,9.8,baixa,6,0
6,52,8.4,media,9,0
16,53,9.7,alta,19,0
8,54,5.3,media,1,1
15,86,7.8,alta,17,0
8,62,4.2,baixa,15,0
6,69,7.1,media,15,0
10,61,8.2,baixa,18,0
17,81,6.2,baixa,13,0
11,81,6.6,baixa,15,1
14,51,9.1,media,12,1
13,65,7.5,alta,10,0
9,52,6.0,baixa,6,0
11,74,4.8,media,3,0
8,69,5.8,baixa,3,0
6,52,5.7,baixa,14,0
14,60,9.7,alta,2,0
13,55,5.7,alta,2,1
11,95,7.0,baixa,16,0
8,74,6.9,baixa,17,0
16,77,8.8,baixa,12,0
10,53,9.2,baixa,1,0
14,79,5.7,baixa,18,1
12,51,9.0,baixa,2,0
7,96,8.6,baixa,19,0
11,57,4.2,baixa,11,0
14,93,6.7,media,17,0
16,95,8.4,baixa,6,0
16,99,6.6,alta,11,0
15,63,4.4,alta,11,1
6,53,8.8,alta,6,0
17,99,5.4,media,15,1
10,94,9.4,media,5,0
14,98,9.5,alta,14,0
17,82,7.8,baixa,6,0
8,65,6.1,baixa,19,0
8,88,9.3,media,2,0
17,72,8.3,baixa,10,0
17,57,7.2,baixa,17,0
15,68,9.5,alta,18,0
14,95,9.0,media,10,1
8,68,7.0,baixa,15,1
16,75,6.9,media,5,0
14,67,9.9,media,14,0
17,78,8.6,media,4,0
15,63,5.1,baixa,7,0
8,85,5.0,baixa,19,0
13,98,6.6,media,13,0
15,60,4.8,media,3,0
17,99,8.1,alta,11,0
14,94,7.4,media,2,0
8,58,6.2,media,8,0
6,80,5.2,alta,5,1
14,88,7.8,baixa,2,1
12,88,7.4,baixa,11,0
11,50,7.4,alta,16,0
17,83,5.4,baixa,9,0
9,79,6.8,baixa,14,0
10,70,8.6,baixa,11,0
12,60,8.1,alta,15,0
14,52,8.8,alta,6,0
11,89,4.6,media,19,0
17,92,4.9,baixa,6,0
9,81,8.1,alta,3,1
17,53,7.9,baixa,10,0
9,71,5.4,baixa,4,0
15,72,4.9,baixa,17,0
8,99,7.9,baixa,19,0
7,85,9.9,media,2,0
9,64,6.2,baixa,2,1
11,99,8.0,media,18,1
6,69,5.1,baixa,2,0
7,90,6.3,media,3,0
13,90,6.1,alta,13,0
8,96,8.5,alta,16,0
6,87,5.9,alta,10,0
7,55,4.6,baixa,4,0
8,51,5.7,media,5,0
7,79,5.7,baixa,10,0
9,93,5.5,baixa,17,0
9,68,7.6,alta,3,0
16,79,9.5,alta,6,0
15,98,8.5,alta,4,0
7,74,6.5,baixa,16,0
6,97,9.2,baixa,8,0
8,94,8.5,alta,11,0
9,83,7.5,baixa,18,0
16,78,4.9,media,3,0
11,53,6.1,baixa,11,0
10,59,5.5,media,4,0
7,68,4.8,alta,11,0
9,81,4.9,baixa,8,0
17,77,6.3,media,1,0
11,63,9.9,baixa,8,0
17,86,7.6,media,1,0
9,60,5.4,baixa,18,0
16,61,5.8,media,18,0
16,90,7.2,media,6,0
12,54,6.6,media,6,0
11,64,4.2,media,17,0
11,71,5.5,baixa,13,0
15,54,7.5,media,10,0
7,90,6.1,alta,12,0
16,64,6.1,baixa,10,0
12,54,9.4,alta,5,0
14,61,4.5,media,10,0
11,67,7.6,alta,14,0
13,88,9.7,baixa,4,0
11,99,9.6,baixa,19,0
11,52,4.6,baixa,5,0
9,78,4.8,alta,18,1
11,73,7.0,media,4,0
15,94,9.9,baixa,4,0
9,70,7.8,media,7,0
15,99,8.6,baixa,12,0
11,91,6.8,media,11,0
6,88,9.0,media,2,0
12,67,4.6,media,15,0
7,82,6.9,baixa,15,1
11,58,8.6,media,18,0
14,74,7.4,alta,3,0
15,65,9.9,baixa,18,0
8,98,4.5,baixa,18,0
9,75,6.3,media,16,0
10,67,4.9,alta,7,0
13,90,4.8,baixa,1,0
15,95,9.1,media,10,0
11,98,8.7,baixa,7,0
17,91,6.3,alta,14,0
13,59,7.5,media,16,0
8,71,5.2,baixa,2,0
8,75,6.2,media,12,0
14,78,9.1,alta,17,0
11,69,6.0,baixa,5,0
13,80,6.0,baixa,8,0
9,91,5.2,baixa,15,0
10,74,5.1,media,11,0
17,74,9.0,baixa,19,0
14,71,6.7,baixa,16,0
12,62,4.8,media,1,1
10,61,8.7,media,19,0
12,61,5.5,alta,2,0
16,73,6.3,alta,2,0
14,89,4.4,baixa,13,1
8,53,6.7,baixa,16,0
8,70,8.1,baixa,12,0
9,52,5.7,media,19,0
16,64,7.6,baixa,2,1
15,62,8.4,baixa,8,0
12,88,8.6,media,11,1
10,89,8.2,media,18,0
10,67,7.2,baixa,8,1
9,50,4.4,baixa,7,0
13,61,6.1,media,5,0
8,59,7.1,baixa,17,0
17,63,5.1,media,4,0
7,99,7.5,baixa,2,1
9,92,7.1,baixa,15,0
13,81,9.2,baixa,6,0
9,54,6.3,baixa,1,1
13,90,8.4,baixa,18,1
10,61,5.9,baixa,15,0
14,97,7.2,baixa,1,0
7,60,7.6,alta,6,0
13,84,8.6,alta,8,0
12,69,9.3,media,6,0
7,96,7.8,media,2,0
10,89,9.1,baixa,9,0
11,55,5.5,baixa,12,0
14,61,6.0,alta,3,0
16,84,9.3,baixa,9,0
17,57,8.1,alta,3,1
13,67,5.2,media,6,0
12,89,9.6,media,15,0
16,90,5.0,media,4,0
6,65,6.2,baixa,2,0
15,59,4.6,alta,19,0
8,64,7.8,media,9,0
6,57,5.9,media,17,0
15,64,9.0,media,13,0
11,53,10.0,alta,11,0
8,93,5.1,baixa,15,0
7,80,4.1,alta,8,0
15,58,4.3,baixa,8,0
7,87,4.0,baixa,3,0
13,64,4.2,baixa,2,0
6,74,6.3,alta,19,0
14,50,9.2,baixa,16,0
17,76,9.8,media,18,0
12,90,9.8,baixa,14,1
6,75,7.9,media,19,1
10,60,8.8,alta,4,0
10,93,9.5,alta,2,0
7,99,9.3,baixa,6,0
6,93,9.1,baixa,1,1
12,70,6.8,media,15,0
17,97,4.1,baixa,18,0
14,95,4.6,baixa,5,0
13,80,9.6,baixa,12,0
12,84,4.3,media,3,0
9,82,6.4,alta,18,0
15,70,9.5,alta,17,0
12,77,4.2,baixa,6,0
13,56,9.6,alta,18,0
14,77,6.7,baixa,5,0
14,78,4.3,media,18,0
10,99,6.2,baixa,10,0
10,51,7.5,media,11,0
11,60,5.8,media,14,0
13,52,6.6,baixa,12,0
8,59,10.0,media,12,0
8,94,5.5,media,7,1
16,73,6.8,alta,10,0
10,71,8.1,baixa,15,0
16,59,9.9,media,12,0
6,72,4.4,baixa,18,0
10,94,4.7,baixa,10,0
14,52,9.4,media,11,0
10,51,8.5,baixa,2,0
12,70,4.8,baixa,12,0
15,57,9.2,baixa,7,0
14,97,6.9,baixa,19,0
13,66,8.3,baixa,16,0
10,66,4.9,baixa,17,0
17,98,9.5,baixa,18,0
7,69,9.1,alta,8,0
10,89,9.9,alta,10,0
15,55,8.4,baixa,11,0
13,72,9.4,media,9,0
16,57,4.4,alta,12,0
6,83,6.7,baixa,8,0
15,78,5.3,media,9,0
9,66,5.4,baixa,5,0
6,93,4.4,media,3,0
10,75,4.4,alta,10,0
7,50,4.2,media,17,0
17,54,4.4,media,10,0
7,68,7.4,alta,4,0
12,62,7.5,baixa,6,0
9,79,7.8,baixa,13,0
7,82,9.2,baixa,16,0
16,91,9.4,media,7,1
8,71,8.8,baixa,7,1
8,53,4.9,baixa,9,1
7,75,5.8,baixa,1,0
12,72,4.3,baixa,7,0
6,92,8.4,baixa,10,0
14,69,9.1,baixa,1,0
10,87,4.4,alta,15,0
9,52,6.9,alta,11,0
8,86,7.0,alta,7,0
8,93,9.5,baixa,12,0
8,50,7.7,baixa,13,0
6,77,8.4,media,16,0
7,62,5.1,alta,4,0
16,92,7.6,baixa,11,0
12,63,4.6,media,11,1
8,95,9.6,media,11,0
11,74,9.8,media,1,1
9,63,7.7,media,6,0
15,84,5.3,baixa,6,0
10,95,8.6,baixa,10,1
13,82,6.1,baixa,4,0
7,58,8.0,alta,6,0
15,90,6.3,baixa,3,0
10,55,8.5,baixa,5,0
7,52,5.9,baixa,7,0
17,89,9.3,baixa,10,0
14,87,9.0,baixa,9,0
7,90,7.0,baixa,11,0
6,52,8.5,alta,6,0
9,64,9.9,baixa,12,0
17,94,7.1,media,7,1
12,77,7.9,alta,19,1
7,85,7.5,media,19,0
16,96,9.9,baixa,3,0
15,50,5.5,media,2,0
14,80,7.5,media,7,0
17,86,6.9,media,10,0
6,63,8.3,alta,16,0
6,80,8.5,media,9,0
13,91,5.2,baixa,19,1
10,99,6.3,media,19,0
17,70,6.3,alta,9,0
17,80,4.2,media,10,0
14,50,4.3,alta,17,1
13,75,5.5,alta,2,0
11,64,6.7,alta,19,0
9,52,7.5,baixa,8,0
11,63,4.3,alta,2,0
7,77,5.3,media,3,0
10,93,8.4,baixa,12,0
15,56,6.2,media,15,0
8,95,5.8,media,19,0
8,80,8.4,media,14,0
6,85,6.6,media,16,1
16,94,8.1,baixa,9,0
13,95,8.7,baixa,9,1
15,57,6.4,baixa,16,0
8,99,4.9,alta,11,0
6,86,6.9,baixa,12,0
9,92,4.5,baixa,4,0
6,58,6.3,baixa,7,0
6,82,8.0,baixa,12,0
6,80,7.5,alta,11,0
7,87,7.3,baixa,7,0
17,79,9.9,baixa,2,0
6,89,9.6,baixa,12,0
17,50,6.9,baixa,9,1
11,85,6.0,baixa,9,1
12,94,4.7,baixa,14,1
6,61,9.7,baixa,17,0
15,73,9.6,baixa,15,0
6,73,7.2,media,19,0
16,79,7.7,alta,3,0
15,85,4.6,alta,14,0
14,80,6.6,alta,6,0
14,96,5.2,baixa,4,0
6,76,6.9,baixa,14,0
16,91,5.9,media,17,0
13,56,8.3,baixa,15,0
8,80,9.9,media,10,0
12,77,7.3,baixa,4,1
6,50,5.2,alta,12,0
12,74,6.5,baixa,16,0
16,58,6.9,baixa,3,0
6,86,7.9,baixa,1,0
8,90,7.4,baixa,18,0
17,64,9.4,alta,2,0
12,85,4.9,baixa,6,0
6,86,6.6,alta,4,0
14,73,5.2,baixa,18,0
10,67,7.7,media,19,0
7,90,8.1,media,3,0
9,80,5.5,alta,7,0
13,76,9.7,baixa,12,0
9,67,8.9,baixa,2,1
15,65,7.7,media,2,0
10,56,9.6,media,12,0
7,85,4.9,baixa,19,0
10,67,8.9,media,5,0
12,56,4.2,baixa,16,0
14,87,7.0,media,15,0
13,96,6.0,media,16,0
15,50,8.0,alta,1,0
16,85,7.8,alta,8,0
11,95,9.3,alta,12,0
14,72,7.6,media,11,0
12,94,6.1,baixa,13,0
8,56,6.8,baixa,10,0
16,54,7.7,media,17,0
17,75,5.3,alta,2,0
6,61,9.1,alta,14,0
10,53,5.8,media,16,0
14,70,4.4,alta,16,0
13,98,6.9,baixa,7,0
11,89,5.0,baixa,1,1
13,61,6.8,media,18,0
13,91,9.2,alta,2,0
8,97,9.5,baixa,2,0
17,57,6.3,media,1,0
11,80,8.1,alta,6,0
12,73,5.2,alta,6,1
7,74,5.1,alta,10,0
16,96,9.8,media,12,0
12,84,8.7,alta,5,0
15,53,4.9,alta,16,1
11,54,9.6,baixa,4,1
7,54,9.3,media,5,0
7,65,4.6,baixa,9,0
11,80,7.4,baixa,1,0
8,65,8.6,media,2,0
11,91,4.6,media,11,0
14,86,4.7,media,12,0
15,94,5.8,media,4,0
17,95,4.5,baixa,4,0
6,91,8.1,baixa,9,0
8,67,8.1,baixa,12,0
7,66,4.6,baixa,18,0
16,53,5.0,media,14,0
8,82,9.9,baixa,8,0
7,56,4.9,alta,19,0
8,76,9.9,baixa,6,0
17,77,7.5,alta,17,0
9,60,8.5,baixa,2,0
12,92,9.3,media,9,1
7,99,4.0,baixa,14,0
7,99,4.7,media,18,1
7,90,5.5,media,1,0
11,99,9.1,media,14,1
13,65,4.4,baixa,12,0
9,67,9.6,baixa,15,0
17,68,6.8,baixa,2,0
15,63,8.2,alta,13,0
8,61,10.0,alta,12,0
14,93,7.2,alta,1,0
6,91,7.1,baixa,7,1
15,78,7.7,baixa,2,0
7,78,7.7,baixa,19,0
17,51,7.8,media,7,1
12,87,9.0,baixa,15,0
17,71,6.9,media,7,0
8,64,7.3,baixa,15,0
17,69,6.5,baixa,11,0
14,92,5.7,alta,2,0
6,93,5.1,baixa,8,0
17,51,9.7,baixa,4,1
14,68,9.3,baixa,18,0
11,86,8.1,media,1,1
6,78,5.5,baixa,18,0
14,68,4.2,baixa,10,0
14,68,5.5,media,4,0
15,78,4.2,baixa,11,1
16,90,8.2,alta,14,0
10,61,9.8,baixa,17,0
12,75,7.5,baixa,3,0
8,94,5.5,media,17,1
13,91,4.3,baixa,5,0
8,75,5.1,baixa,18,0
15,60,5.8,media,9,0
12,68,6.0,baixa,7,0
9,52,6.1,baixa,18,0
10,86,8.3,baixa,15,0
12,93,7.1,media,17,0
7,91,6.4,baixa,17,0
9,85,4.4,alta,14,0
12,72,9.2,baixa,11,0
8,94,6.0,baixa,1,0
9,71,10.0,baixa,8,0
15,67,5.8,baixa,12,0
17,82,5.0,baixa,17,0
13,77,9.0,baixa,14,0
8,58,8.5,baixa,9,0
17,84,6.0,baixa,1,0
14,96,6.9,alta,11,1
10,84,9.7,alta,9,0
7,92,8.0,baixa,18,0
13,70,9.2,baixa,2,0
15,90,7.7,media,7,0
13,96,9.4,alta,10,0
6,74,6.0,media,19,0
14,88,6.9,baixa,7,1
7,57,6.1,baixa,8,1
9,91,7.2,baixa,4,1
11,60,7.3,baixa,5,0
14,88,9.9,baixa,17,0
6,92,9.0,alta,17,0
14,69,6.5,baixa,19,1
13,56,6.2,baixa,1,1
17,99,7.7,baixa,12,0
12,60,8.3,baixa,12,0
7,72,7.3,media,9,0
12,87,8.5,baixa,1,0
7,93,6.9,media,16,0
14,78,5.0,media,6,0
17,72,7.2,alta,2,0
9,91,4.1,media,8,0
7,50,4.4,baixa,12,0
10,98,5.8,baixa,16,1
14,96,8.8,baixa,10,0
9,65,5.0,baixa,12,0
10,95,6.7,media,12,0
13,82,8.5,media,13,0
8,97,5.9,baixa,19,0
11,52,5.9,baixa,19,0
6,82,9.9,alta,11,0
8,92,9.8,baixa,11,0
13,52,8.4,alta,11,0
15,97,9.4,baixa,15,0
15,76,6.3,baixa,2,1
11,52,5.1,alta,9,0
15,50,8.1,media,2,0
9,57,8.7,media,5,0
17,81,9.4,baixa,16,1
13,68,7.4,baixa,1,0
8,69,7.6,baixa,4,0
7,62,7.9,media,9,0
15,93,8.5,media,17,0
13,59,9.9,baixa,7,1
17,68,8.2,baixa,13,0
9,70,9.8,baixa,12,0
17,94,9.4,media,9,0
14,56,5.6,baixa,5,1
16,96,9.1,baixa,10,0
8,96,5.7,baixa,17,0
14,75,8.5,alta,3,0
15,54,4.6,alta,13,1
11,69,9.9,media,4,0
10,74,6.1,baixa,16,0
7,80,6.8,baixa,15,0
17,79,5.4,baixa,10,0
16,69,4.9,baixa,4,0
11,65,5.6,alta,10,0
9,93,9.3,media,10,1
10,75,6.8,baixa,2,0
16,51,9.4,baixa,15,0
11,76,8.2,alta,17,0
12,87,4.2,media,4,0
9,86,8.6,media,19,1
16,54,6.0,baixa,5,0
13,77,5.7,baixa,4,0
10,60,8.8,alta,17,0
12,95,9.1,media,12,0
11,71,6.0,media,2,0
16,62,9.2,media,1,0
16,93,4.4,baixa,7,0
10,51,5.9,baixa,17,0
12,68,7.7,media,18,0
16,53,5.6,alta,3,0
9,51,5.0,baixa,10,0
12,77,9.7,media,13,0
8,53,7.8,baixa,3,0
13,90,5.8,baixa,8,0
15,89,6.1,media,12,0
9,61,4.2,baixa,7,0
9,75,4.5,media,8,0
17,56,9.6,baixa,17,0
6,70,5.6,media,5,0
13,80,4.7,baixa,7,0
10,79,6.9,baixa,17,0
14,93,9.0,baixa,11,0
8,93,5.5,baixa,18,0
10,61,4.1,baixa,12,0
17,85,4.9,alta,11,0
17,66,8.9,baixa,6,0
9,99,9.0,media,19,0
17,64,9.8,baixa,18,0
16,53,6.6,alta,3,1
12,65,5.4,baixa,15,0
15,57,9.4,alta,8,0
10,65,7.1,baixa,12,1
7,85,9.6,baixa,11,1
11,50,5.3,baixa,4,1
9,96,6.7,media,2,0
11,63,4.8,media,17,0
6,87,9.2,media,11,0
16,62,6.3,media,11,0
17,70,8.4,baixa,7,0
6,70,7.7,baixa,19,0
9,92,5.6,media,4,1
12,98,8.4,baixa,12,0
16,91,8.4,media,13,0
12,86,4.1,baixa,3,0
6,72,7.2,baixa,19,1
10,65,8.1,alta,7,0
11,61,7.6,media,11,0
10,78,4.1,baixa,11,0
12,53,9.7,baixa,15,0
11,93,5.5,media,4,0
10,84,7.7,alta,10,0
10,89,5.8,media,8,1
14,90,7.4,media,4,0
8,86,6.9,media,3,1
14,63,9.7,media,19,0
16,69,9.4,baixa,8,0
7,96,9.2,media,8,0
15,81,6.8,media,17,0
12,73,7.2,baixa,7,0
11,73,5.5,alta,11,0
13,72,5.8,baixa,7,0
14,88,4.8,baixa,11,0
11,54,5.9,media,6,0
7,80,7.7,baixa,3,0
15,98,6.1,baixa,2,0
17,64,4.1,baixa,13,0
9,66,8.1,alta,6,0
8,64,9.0,alta,5,0
8,74,5.7,media,10,0
10,66,8.9,baixa,8,0
15,82,9.5,media,18,0
6,62,9.6,alta,8,0
14,68,9.0,alta,14,1
9,50,6.1,baixa,14,1
12,67,6.9,media,6,0
12,82,7.5,baixa,2,0
12,63,7.1,baixa,10,0
16,64,7.8,media,13,0
10,93,9.6,baixa,15,0
9,97,4.6,media,17,0
9,58,7.3,baixa,13,1
10,50,8.0,media,4,0
11,92,6.3,baixa,9,0
15,80,4.7,baixa,12,0
12,79,6.1,baixa,4,1
10,50,8.3,alta,18,0
17,94,7.7,media,19,0
17,92,7.8,baixa,10,0
14,59,5.8,alta,11,0
14,57,7.6,media,18,0
6,89,8.9,media,4,0
10,95,7.6,media,9,1
7,54,6.1,media,17,0
9,86,9.1,baixa,9,0
16,75,8.0,baixa,9,0
12,98,4.9,baixa,1,0
15,67,6.7,alta,16,0
11,80,7.1,alta,3,0
12,58,6.1,baixa,19,1
8,58,4.2,baixa,12,0
10,90,5.7,baixa,19,0
11,96,4.7,baixa,14,0
16,92,7.1,alta,8,0
11,89,5.6,alta,13,0
11,88,5.5,media,5,0
14,96,9.3,baixa,12,0
11,52,9.1,baixa,9,0
17,60,9.7,media,10,0
7,59,7.2,alta,9,0
14,97,6.6,baixa,14,0
9,51,4.4,alta,14,0
12,58,8.8,baixa,14,0
11,62,8.9,baixa,18,0
14,94,6.8,baixa,5,0
15,69,4.8,media,9,0
8,74,9.3,baixa,16,0
13,71,8.8,baixa,18,0
10,95,4.3,media,9,0
11,70,4.5,baixa,14,0
8,53,8.5,alta,16,0
8,94,5.4,baixa,19,0
12,84,6.8,media,5,0
11,56,8.1,media,19,0
7,50,4.7,alta,7,1
15,81,7.8,alta,15,0
17,55,9.3,baixa,10,0
13,58,6.9,media,15,0
17,95,4.1,media,3,0
10,63,9.0,baixa,18,0
12,84,4.4,media,9,0
8,69,8.4,media,19,0
15,91,9.6,baixa,2,1
10,95,7.6,baixa,17,0
17,59,6.9,baixa,1,1
8,60,6.7,baixa,4,0
17,63,7.6,media,2,1
8,92,5.4,alta,1,0
17,79,9.4,baixa,17,0
6,74,8.7,baixa,11,0
16,89,6.5,media,12,0
8,61,8.3,media,8,0
12,69,9.8,media,18,1
16,79,5.4,media,12,0
14,94,7.5,baixa,4,0
6,79,5.5,alta,18,0
9,75,9.2,media,7,0
15,61,5.0,baixa,13,0
12,66,5.2,alta,1,0
11,94,8.1,media,16,0
9,91,4.7,baixa,11,1
16,87,6.5,baixa,18,0
8,57,7.2,baixa,8,1
11,63,8.3,media,19,0
9,94,5.6,media,12,0
10,70,4.7,baixa,4,0
7,98,8.2,media,9,0
14,56,4.6,baixa,15,0
7,67,9.1,baixa,18,1
9,92,6.7,baixa,13,0
13,66,6.1,baixa,14,0
12,61,9.7,baixa,16,0
9,85,6.1,media,17,0
13,73,5.5,alta,4,0
16,70,8.5,baixa,9,0
11,94,9.5,alta,7,0
13,76,6.6,media,6,0
9,66,9.2,media,18,0
10,50,8.2,baixa,10,0
9,60,7.5,media,8,0
12,64,6.4,baixa,4,1
9,94,8.3,alta,13,1
10,61,6.2,baixa,6,0
14,88,5.9,baixa,6,0
13,55,4.6,baixa,4,0
7,91,9.1,baixa,9,0
12,50,7.8,alta,2,0
17,58,9.8,baixa,3,0
7,70,5.8,alta,8,0
15,93,9.6,alta,14,0
8,50,5.3,alta,17,1
6,72,6.7,baixa,1,0
7,68,6.7,baixa,6,0
8,83,4.3,alta,8,1
10,61,4.9,baixa,10,0
11,59,5.8,alta,18,0
12,67,4.1,baixa,10,0
10,71,8.0,baixa,9,0
10,57,4.9,alta,19,0
16,87,5.2,baixa,2,0
13,59,4.2,baixa,1,0
6,92,8.6,alta,10,0
14,63,5.1,media,4,0
8,68,5.8,baixa,16,0
16,57,9.4,baixa,17,0
11,52,9.2,baixa,6,0
9,51,7.4,baixa,17,0
7,68,5.4,baixa,18,0
11,54,9.5,alta,10,1
15,59,6.9,media,13,0
13,78,7.9,baixa,16,0
9,82,6.8,media,15,0
13,97,9.1,baixa,18,0
12,64,4.4,baixa,19,0
6,55,7.7,alta,13,1
10,61,5.4,media,19,1
13,58,9.7,baixa,15,0
11,99,4.5,alta,16,0
14,55,5.5,media,10,0
16,70,5.2,media,6,0
12,93,6.6,baixa,2,0
7,79,5.2,baixa,15,0
6,67,9.9,baixa,17,0
17,83,9.7,baixa,3,0
14,65,7.7,media,2,0
10,96,8.9,baixa,11,0
7,60,8.6,baixa,19,0
16,71,6.1,alta,12,0
9,51,9.9,baixa,8,0
15,50,7.9,alta,6,0
17,86,7.9,baixa,2,0
11,88,5.7,baixa,1,0
14,80,8.8,baixa,14,1
13,54,9.5,baixa,8,0
11,84,8.5,media,7,0
9,51,4.4,media,2,0
15,71,7.4,baixa,1,0
10,71,5.0,baixa,17,0
16,79,6.8,baixa,5,0
16,74,8.3,baixa,18,0
9,84,5.1,baixa,12,0
9,88,6.3,baixa,10,0
13,73,8.6,alta,2,0
9,84,7.4,baixa,19,0
16,95,9.5,baixa,13,0
8,96,7.3,media,5,1
7,70,7.3,alta,11,0
15,84,10.0,alta,18,0
6,82,7.9,baixa,5,0
10,82,5.1,baixa,8,0
9,58,4.2,media,19,0
15,86,4.2,baixa,6,0
14,75,6.7,alta,9,0
14,51,9.4,media,17,0
16,93,5.3,media,3,0
10,69,5.3,baixa,8,0
10,95,5.7,alta,9,0
11,54,9.2,baixa,19,0
9,92,7.2,baixa,16,0
11,74,7.0,media,3,0
13,67,5.3,media,12,0
17,85,9.0,media,14,0
10,65,7.3,media,3,0
13,52,8.6,baixa,10,0
13,99,6.7,baixa,14,0
